"product","system","country","body","indication_key","indication_text","regulatory_approval_date","submission_or_start_date","decision_date","outcome","arrangement_type","arrangement_detail","added_benefit_or_rating","price_at_decision","price_currency","price_basis","stated_reasons_verbatim","document_title","document_id","source_url","fetched_date","status","notes"
"Zolgensma","France","France","ANSM (accès précoce)","SMA_type1","patients pesant moins de 21 kg avec un diagnostic clinique de SMA de type 1 ou SMA avec mutation bi-allélique SMN1 et jusqu'à 3 copies SMN2 (périmètre ATUc)","2020-05-18","2020-05-25","2020-05-15","recommended-managed-access","managed-access-agreement","ATU de cohorte","","","","","","ANSM - Liste des spécialités en accès dérogatoire - Zolgensma","","https://ansm.sante.fr/tableau-atu-rtu/zolgensma-2-x-1013-genomes-de-vecteur-ml-solution-pour-perfusion","2026-09-05","verified-from-source","ATUc du 15/05/2020, début le 25/05/2020, arrêt d'ATUc le 18/05/2021 (ANSM page). Indication wording from Institut de Myologie summary (snippet), not from the ANSM page. End of coverage: 2021-05-18."
"Luxturna","France","France","ANSM (accès précoce)","RPE65","traitement des patients d’âge ≤ 20 ans, présentant une perte visuelle due à une dystrophie rétinienne héréditaire résultant de mutations bi-alléliques confirmées du gène RPE65","2018-11-22","","2018-10-19","recommended-managed-access","managed-access-agreement","ATU de cohorte","","","","","","Avis CT-17535 LUXTURNA: ATU de cohorte octroyée par l’ANSM le 19 octobre 2018","","https://web.archive.org/web/20191112230609/https://www.has-sante.fr/upload/docs/evamed/CT-17535_LUXTURNA_PIC_INS_Avis2_CT17535.pdf","2026-09-05","verified-from-source","Quoted in the HAS avis of 03/04/2019."
"Carvykti","France","France","ANSM (accès précoce)","MM_4L","Traitement des patients adultes atteints d’un myélome multiple en rechute et réfractaire, ayant reçu au moins 3 traitements antérieurs incluant un agent immunomodulateur, un inhibiteur du protéasome et un anticorps anti-CD38 et dont la maladie a progressé pendant le dernier traitement, uniquement lorsque toutes les options thérapeutiques ont été épuisées, sur l'avis d'une RCP","2022-05-25","","2022-06-23","recommended-managed-access","managed-access-agreement","autorisation d'accès précoce (AAP)","","","","","","HAS Décision n°2022.0211/DC/SEM du 23 juin 2022 portant autorisation d’accès précoce de la spécialité CARVYKTI","","https://www.has-sante.fr/jcms/p_3348761/fr/","2026-09-05","provisional-from-snippet","Grant date from WebSearch snippet of HAS page title. Terminated by Arrêté du 23 mai 2023 (JORFTEXT000047602771, verified): 'le retrait par le laboratoire JANSSEN-CILAG de sa demande d'inscription' on 31 mars 2023; 3-month continuity. ANSM tableau-atu-rtu page for Carvykti not located. End of coverage: 2023-05-23."
"Hemgenix","France","France","JO (inscription)","HEMB_adult","traitement de l'hémophilie B (déficit congénital en facteur IX) sévère et modérément sévère chez les patients adultes sans antécédents d'inhibiteurs du facteur IX","2023-02-20","","2023-12-05","recommended-managed-access","other","accès direct (art. 62 LFSS 2022), prise en charge d'une durée maximale d'un an","","","","","","Arrêté du 5 décembre 2023 relatif à la prise en charge par l'assurance maladie de spécialités pharmaceutiques au titre du dispositif d'accès direct (NOR SPRS2333451A, JO 12/12/2023)","JORFTEXT000048551003","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048551003","2026-09-05","verified-from-source","Coverage stopped by Arrêté du 17 octobre 2024 (JORFTEXT000050385415, snippet only). BDPM: présentation non agréée aux collectivités, prix libre; no liste en sus / collectivités inscription found."
"Yescarta","France","France","JO (inscription)","LBCL_3L","traitement des patients adultes atteints de lymphome diffus à grandes cellules B (LDGCB) et de lymphome médiastinal primitif à grandes cellules B (LMPGCB) réfractaire ou en rechute","2018-08-23","","2019-07-08","recommended","none","inscription liste en sus","","","","","","Arrêté du 8 juillet 2019 modifiant la liste des spécialités pharmaceutiques prises en charge en sus des prestations d'hospitalisation (NOR SSAS1902345A, JO 13/07/2019)","JORFTEXT000038757767","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000038757767","2026-09-05","verified-from-source","UCD 3400894404569. Companion arrêté collectivités of the same date: JORFTEXT000038757759 (snippet). Arrêtés of 30/04/2019 and 08/07/2019 subordinate coverage to data collection (JORFTEXT000038438805, JORFTEXT000038757777)."
"Yescarta","France","France","JO (inscription)","LBCL_2L","traitement des patients adultes atteints de LDGCB et de lymphome de haut grade à cellules B (LHGCB) ayant rechuté dans les 12 mois après la fin de la première ligne de chimio-immunothérapie, ou qui y sont réfractaires; and FL réfractaire ou en rechute après au moins trois lignes","2018-08-23","","2024-04-11","recommended","none","extension d'indication liste en sus","","","","","","Arrêté du 11 avril 2024 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR TSSS2410472A, JO 23/04/2024)","JORFTEXT000049453692","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049453692","2026-09-05","verified-from-source","Extension d'indication covering both LBCL_2L and FL_4L. Companion arrêté collectivités 18/04/2024: JORFTEXT000049453740 (snippet)."
"Kymriah","France","France","JO (inscription)","ALL_ped","enfants et jeunes adultes jusqu'à 25 ans atteints de LAL à cellules B réfractaire, en rechute après greffe ou après la deuxième rechute ou plus; and LDGCB en rechute ou réfractaire après deux lignes ou plus","2018-08-23","","2019-12-20","recommended","none","inscription liste en sus","","","","","","Arrêté du 20 décembre 2019 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR SSAS1937049A, JO 26/12/2019)","JORFTEXT000039667265","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039667265","2026-09-05","verified-from-source","UCD 3400894399384; covers ALL_ped and LBCL_3L. Arrêté collectivités du 17 décembre 2019: JORFTEXT000039667217 (snippet). Data-collection arrêté 20/12/2019: JORFTEXT000039667256."
"Kymriah","France","France","JO (inscription)","FL_3L","traitement des patients adultes présentant un lymphome folliculaire après au moins deux lignes de traitement qui présentent une maladie réfractaire, ou en rechute pendant ou dans les 6 mois qui suivent la fin de leur traitement d'entretien, ou en rechute après une autogreffe de cellules souches hématopoïétiques","2018-08-23","","2023-09-12","recommended","none","extension d'indication liste en sus","","","","","","Arrêté du 12 septembre 2023 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR SPRS2324546A, JO 14/09/2023)","JORFTEXT000048068093","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048068093","2026-09-05","verified-from-source","Companion arrêté collectivités du 12 septembre 2023: JORFTEXT000048068081 (snippet). An arrêté collectivités du 7 février 2023 (JORFTEXT000047716292) also mentions KYMRIAH (content not read)."
"Luxturna","France","France","JO (inscription)","RPE65","traitement des patients adultes et des enfants présentant une perte visuelle due à une dystrophie rétinienne héréditaire résultant de mutations bi-alléliques du gène RPE65","2018-11-22","","2021-08-04","recommended","none","inscription liste en sus","","","","","","Arrêté du 4 août 2021 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR SSAS2121645A, JO 06/08/2021)","JORFTEXT000043909970","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000043909970","2026-09-05","verified-from-source","UCD 3400894437857. Arrêté collectivités du 30 juillet 2021: JORFTEXT000043909958 (snippet)."
"Abecma","France","France","JO (inscription)","MM_4L","traitement des patients adultes atteints d'un myélome multiple en rechute et réfractaire ayant reçu au moins trois traitements antérieurs","2021-08-18","","2024-11-05","recommended","none","inscription liste en sus","","","","","","Arrêté du 5 novembre 2024 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR MSAS2429884A, JO 13/11/2024)","JORFTEXT000050489128","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000050489128","2026-09-05","verified-from-source","UCD 3400890012645. Inscription came about three years after the CT avis of 15/12/2021 (ASMR V) and after the re-evaluation of 21/06/2023 (ASMR IV)."
"Abecma","France","France","JO (inscription)","MM_3L","traitement des patients adultes atteints d'un myélome multiple en rechute et réfractaire ayant reçu au moins deux traitements antérieurs, incluant un agent immunomodulateur (IMID), un inhibiteur du protéasome (IP) et un anticorps anti-CD38, et dont la maladie a progressé pendant le dernier traitement","2021-08-18","","2025-12-05","recommended","none","extension d'indication liste en sus","","","","","","Arrêté du 5 décembre 2025 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR SFHS2532706A, JO 09/12/2025)","JORFTEXT000053000804","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053000804","2026-09-05","verified-from-source","Extension d'indication."
"Breyanzi","France","France","JO (inscription)","LBCL_2L","traitement des patients adultes atteints d'un LDGCB, d'un LHGCB, d'un LMPGCB ou d'un lymphome folliculaire de grade 3B (LF3B) en rechute dans les 12 mois suivant la fin d'une immunochimiothérapie de première ligne ou réfractaire à ce traitement de première ligne","2022-04-04","","2024-07-08","recommended","none","inscription liste en sus","","","","","","Arrêté du 8 juillet 2024 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR TSSS2419141A, JO 11/07/2024)","JORFTEXT000049938593","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049938593","2026-09-05","verified-from-source","UCD 3400890024518. Arrêté collectivités du 5 juillet 2024: JORFTEXT000049950306 (snippet: use limited to qualified centres)."
"Tecartus","France","France","JO (inscription)","MCL_3L","lymphome à cellules du manteau (LCM) réfractaire ou en rechute après au moins deux lignes de traitement systémique dont un traitement par un inhibiteur de tyrosine kinase de Bruton (BTK)","2020-12-14","","2022-08-03","recommended","none","inscription liste en sus","","","","","","Arrêté du 3 août 2022 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR SPRS2222834A, JO 09/08/2022)","JORFTEXT000046160974","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000046160974","2026-09-05","verified-from-source","UCD 3400890008044. Arrêté collectivités du 2 août 2022: JORFTEXT000046160963 (snippet). Data-collection arrêté 27/09/2021: JORFTEXT000044137993."
"Tecartus","France","France","JO (inscription)","ALL_adult_3L","patients adultes âgés de 26 ans et plus atteints de LAL à précurseurs B réfractaire ou en rechute, chromosome Philadelphie négatif, après au moins deux lignes de traitement antérieures","2020-12-14","","2024-07-08","recommended","none","extension d'indication liste en sus","","","","","","Arrêté du 8 juillet 2024 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR TSSS2419143A, JO 09/07/2024)","JORFTEXT000049908644","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049908644","2026-09-05","verified-from-source","Extension d'indication. Arrêté collectivités du 1er juillet 2024: JORFTEXT000049870913 (snippet). Arrêtés of 20/07/2026 (JORFTEXT000054451052 collectivités; JORFTEXT000054451035 remboursables) also list TECARTUS (content not read)."
"Ebvallo","France","France","JO (inscription)","PTLD_EBV_2L","en monothérapie dans le traitement des patients adultes et pédiatriques âgés de 2 ans et plus atteints d'une maladie lymphoproliférative post-transplantation et positive au virus d'Epstein-Barr","2022-12-16","","2025-06-02","recommended","none","inscription liste en sus","","","","","","Arrêté du 2 juin 2025 modifiant la liste des spécialités pharmaceutiques prises en charge en sus (NOR TSSS2516265A, JO 04/07/2025)","JORFTEXT000051843966","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000051843966","2026-09-05","verified-from-source","UCD 3400890030885."
"Vyjuvek","France","France","JO (inscription)","DEB","","2025-04-23","","","recommended","none","inscription liste de rétrocession","","","","","","Inscription sur la liste de rétrocession, prix de cession publié au Journal Officiel (BDPM extrait)","","","2026-09-05","provisional-from-snippet","BDPM extrait (specid 64181296) states 'Inscription sur la liste de rétrocession au titre de son AMM ... Prix de cession publié au Journal Officiel'; the arrêté and its date were not located on Legifrance (search returned only a CNIL decision)."
"Carvykti","France","France","JO (inscription)","MM_2L","","2022-05-25","","","not-found","none","","","","","","","No Journal Officiel inscription arrêté located","","","2026-09-05","not-found","No inscription arrêté found on Legifrance (searches 'carvykti' and 'ciltacabtagene' return only the 23/05/2023 arrêt de prise en charge précoce). BDPM: 'Pas de présentation à afficher', non commercialisée. CT avis of 16/07/2025 (ASMR III) suggests a pending inscription/price negotiation."
"Zolgensma","France","France","JO (inscription)","SMA_5q","","2020-05-18","","","not-found","none","","","","","","","No Journal Officiel inscription arrêté located","","","2026-09-05","not-found","Legifrance search 'zolgensma' returned 0 results; BDPM: all presentations 'non agréée aux collectivités, prix libre, médicament non remboursable'. Funding after the ATUc appears to run through post-ATU/accès précoce continuity rather than a JO inscription; not verified here."
"Lenmeldy / Libmeldy","France","France","JO (inscription)","MLD_early","","2020-12-17","","","not-found","none","","","","","","","No Journal Officiel inscription arrêté located","","","2026-09-05","not-found","Legifrance search 'libmeldy' returned 0 results; BDPM: présentation non agréée aux collectivités, prix libre. Arrêté du 21 octobre 2021 limiting use to certain centres exists (HAS avis n° 2021.0074/DC/SEM). No inscription arrêté found."
"Casgevy","France","France","JO (inscription)","SCD_VOC_12plus","","2024-02-09","","","not-found","none","","","","","","","No Journal Officiel inscription arrêté located","","","2026-09-05","not-found","Legifrance search 'casgevy' returned 0 results; BDPM: présentation non agréée aux collectivités, prix libre. Accès précoce ended Nov/Dec 2024; no inscription arrêté found."
"Kebilidi / Upstaza","France","France","JO (inscription)","AADC","","2022-07-18","","","not-found","none","","","","","","","No Journal Officiel inscription arrêté located","","","2026-09-05","not-found","BDPM: présentation non agréée aux collectivités, prix libre; AAP post-AMM still ongoing (2026). Only the Arrêté du 17 novembre 2020 restricting use to certain establishments found (JORFTEXT000042539261)."
"Alofisel","France","France","JO (inscription)","CROHN_FISTULA","","2018-03-23","","","not-found","none","","","","","","","No Journal Officiel inscription arrêté located","","","2026-09-05","not-found","BDPM: présentation non agréée aux collectivités, prix libre, arrêt de commercialisation 13/12/2024; EU MA withdrawn 2024-12-13. No inscription arrêté found."
"Zynteglo","France","France","JO (inscription)","TDT_12plus","","2019-05-29","","","not-found","none","","","","","","","No Journal Officiel inscription arrêté located","","","2026-09-05","not-found","No JO inscription; bluebird bio withdrew from the EU market (EU MA withdrawn 2022-03-24). Not in BDPM."
"Kymriah","France","France","CEPS (price)","ALL_ped","","2018-08-23","","2019-12-26","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","297666","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 26/12/2019)","JORFTEXT000039668553","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039668553","2026-09-05","verified-from-source","UCD 34008 943 993 8 4 KYMRIAH 1,2MN-600MN CELLU POC, NOVARTIS PHARMA SAS: 297 666,000 / 297 666,000 (tarif de responsabilité HT; prix limite de vente HT). Applies to ALL_ped and LBCL_3L."
"Kymriah","France","France","CEPS (price)","FL_3L","","2018-08-23","","2023-09-14","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","251750","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 14/09/2023)","JORFTEXT000048068436","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048068436","2026-09-05","verified-from-source","UCD 34008 943 993 8 4: 251 750,00 / 251 750,00 (price revised at the FL extension). A further avis modifiant of Sept 2023 (JORFTEXT000048080346) and an avis of 2024 (JORFTEXT000053170369) also list KYMRIAH; amounts not read."
"Yescarta","France","France","CEPS (price)","LBCL_3L","","2018-08-23","","2019-07-13","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","327000","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 13/07/2019)","JORFTEXT000038758420","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000038758420","2026-09-05","verified-from-source","UCD 34008 944 045 6 9 YESCARTA 0,4-2X100MN CELL POC, GILEAD SCIENCES: 327 000,000 / 327 000,000."
"Yescarta","France","France","CEPS (price)","LBCL_2L","","2018-08-23","","2024-04-10","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","299500","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 10/04/2024)","JORFTEXT000049394210","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049394210","2026-09-05","provisional-from-snippet","Amount from Legifrance search snippet only (299 500,000)."
"Yescarta","France","France","CEPS (price)","LBCL_2L","","2018-08-23","","2024-10-29","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","272000","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 29/10/2024)","JORFTEXT000050403731","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000050403731","2026-09-05","provisional-from-snippet","Amount from Legifrance search snippet only (272 000,000)."
"Yescarta","France","France","CEPS (price)","LBCL_2L","","2018-08-23","","2026-02-20","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","244800","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 20/02/2026)","JORFTEXT000053510794","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000053510794","2026-09-05","provisional-from-snippet","Amount from Legifrance search snippet only (244 800,000)."
"Tecartus","France","France","CEPS (price)","MCL_3L","","2020-12-14","","2022-08-09","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","360000","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 09/08/2022)","JORFTEXT000046161266","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000046161266","2026-09-05","verified-from-source","UCD 34008 900 080 4 4 TECARTUS 0,4-2X100MN CELL POC, GILEAD SCIENCES: 360 000,000 / 360 000,000."
"Tecartus","France","France","CEPS (price)","ALL_adult_3L","","2020-12-14","","2024-07-04","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","271000","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 04/07/2024)","JORFTEXT000049872035","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049872035","2026-09-05","verified-from-source","UCD 34008 900 080 4 4: 271 000,000 / 271 000,000 (revised at the ALL extension)."
"Abecma","France","France","CEPS (price)","MM_4L","","2021-08-18","","2024-11-13","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","240000","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 13/11/2024)","JORFTEXT000050489427","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000050489427","2026-09-05","verified-from-source","UCD 34008 900 126 4 5 ABECMA 260-500X106CELL P50ML, BRISTOL-MYERS SQUIBB: 240 000,000 / 240 000,000."
"Breyanzi","France","France","CEPS (price)","LBCL_2L","","2022-04-04","","2024-07-11","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","345000","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 11/07/2024)","JORFTEXT000049939198","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049939198","2026-09-05","verified-from-source","UCD 34008 900 245 1 8 BREYANZI 1,1-70X10MN CELL FL, BRISTOL-MYERS SQUIBB: 345 000,000 / 345 000,000."
"Breyanzi","France","France","CEPS (price)","LBCL_2L","","2022-04-04","","2025-06-11","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","227500","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 11/06/2025)","JORFTEXT000051710421","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000051710421","2026-09-05","provisional-from-snippet","Amount from Legifrance search snippet only (227 500,000)."
"Luxturna","France","France","CEPS (price)","RPE65","","2018-11-22","","2021-08-06","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","290000","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 06/08/2021)","JORFTEXT000043910352","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000043910352","2026-09-05","verified-from-source","UCD 34008 944 378 5 7 LUXTURNA INJ FL+FL, NOVARTIS PHARMA SAS: 290 000,000 / 290 000,000 (per UCD; one UCD = one eye kit)."
"Ebvallo","France","France","CEPS (price)","PTLD_EBV_2L","","2022-12-16","","2025-07-04","recommended","confidential-discount","tarif de responsabilité HT par UCD = prix limite de vente HT aux établissements; conventional (CEPS) net price confidential","","75000","EUR","tarif de responsabilité","","Avis relatif aux prix de spécialités pharmaceutiques publiés en application de l'article L. 162-16-6 du code de la sécurité sociale (JO 04/07/2025)","JORFTEXT000051844592","https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000051844592","2026-09-05","verified-from-source","UCD 34008 900 308 8 5 EBVALLO 2,8X10-7,3X10 CEL F1-6, PIERRE FABRE MEDICAMENT: 75 000,000 / 75 000,000 per UCD (UCD = 1 to 6 vials pack; per-treatment cost depends on number of doses)."
"Skysona","France","France","HAS-CT","CALD","","2021-07-16","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","EU MA 2021-07-16, withdrawn 2021-11-18; not in BDPM; no HAS avis or accès précoce surfaced (site-restricted WebSearch)."
"Imlygic","France","France","HAS-CT","MELANOMA","","2015-12-16","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","Not in BDPM (no French marketing declaration); no HAS avis surfaced via WebSearch; has-sante.fr not fetchable."
"Zalmoxis","France","France","HAS-CT","HSCT_haplo","","2016-08-18","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","Not in BDPM; no HAS avis surfaced via WebSearch; EU MA withdrawn 2019-10-09."
"Strimvelis","France","France","HAS-CT","ADA_SCID","","2016-05-26","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","Not in BDPM; no HAS record located; treatment delivered only in Milan."
"Provenge","France","France","HAS-CT","PROSTATE","","2013-09-06","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","Not in BDPM; no HAS record located; EU MA withdrawn 2015-05-06."
"Aucatzyl","France","France","HAS-CT","ALL_adult","","2025-07-17","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","EU conditional MA 2025-07-17; not in BDPM; no HAS avis or accès précoce decision surfaced (may be under assessment)."
"Beqvez / Durveqtix","France","France","HAS-CT","HEMB_adult","","2024-07-24","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","EU MA 2024-07-24, withdrawn 2025-05-15; not in BDPM; no HAS record located; ANSM slugs durveqtix/beqvez return 404."
"Adstiladrin","France","France","HAS-CT","NMIBC","","2026-05-28","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","EU conditional MA 2026-05-28; not in BDPM; no HAS record located."
"Itvisma","France","France","HAS-CT","SMA_IT","","2026-06-30","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","EU MA 2026-06-30; not in BDPM; no HAS record located."
"Waskyra","France","France","HAS-CT","WAS","","2026-01-09","","","not-found","unknown","","","","","","","","","","2026-09-05","not-found","EU MA 2026-01-09; not in BDPM; no HAS record located."
"Amtagvi","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (MAA withdrawn by applicant; no EU authorisation); no French HAS assessment expected. Row records the gap."
"Elevidys","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (EU marketing authorisation refused); no French HAS assessment expected. Row records the gap."
"Encelto","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EU authorisation); no French HAS assessment expected. Row records the gap."
"Genglycos","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EU authorisation); no French HAS assessment expected. Row records the gap."
"Kresladi","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EU authorisation); no French HAS assessment expected. Row records the gap."
"Lantidra","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EMA centrally authorised medicine); no French HAS assessment expected. Row records the gap."
"Lyfgenia","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EU authorisation); no French HAS assessment expected. Row records the gap."
"Omisirge","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EMA centrally authorised medicine); no French HAS assessment expected. Row records the gap."
"Otarmeni","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EU authorisation); no French HAS assessment expected. Row records the gap."
"Papzimeos","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EU authorisation); no French HAS assessment expected. Row records the gap."
"Ryoncil","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EMA centrally authorised medicine); no French HAS assessment expected. Row records the gap."
"Tecelra","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EU authorisation); no French HAS assessment expected. Row records the gap."
"Tregzi","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EU authorisation); no French HAS assessment expected. Row records the gap."
"Tudriqev","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EU authorisation); no French HAS assessment expected. Row records the gap."
"Zevaskyn","France","France","HAS-CT","","","","","","not-submitted","none","","","","","","","","","","2026-09-05","not-found","No EU authorisation (no EU authorisation); no French HAS assessment expected. Row records the gap."
