product,product_key,sponsor_at_event,event_date,event_type,is_retreat,event_title,counterparty,amount_usd_m,manufacturing_model,geography,months_from_first_approval,after_approval,is_prv_sale,stated_reason_verbatim,source_doc,source_url,fetched_date,status,usable,origin,notes
Tecelra,tecelra,,2025-10-20,going-private-or-delisting,True,"Following the delisting of the Company's ADSs from Nasdaq, the Company intends to file a Form 15 with the SEC certifying that it has fewer than 300 shareholders",,,,US,14.6,True,False,"Following the delisting of the Company's ADSs from Nasdaq, the Company intends to file a Form 15 with the SEC certifying that it has fewer than 300 shareholders of record, upon which the Company's filing obligations under the Exchange Act will immediately be suspended, including the obligations to file all periodic reports.","Adaptimmune 8-K Ex-99.1, Adaptimmune Announces Delisting from Nasdaq (2025-10-20)",https://www.sec.gov/Archives/edgar/data/1621227/000110465925100618/adap-20251015xex99d1.htm,,verified-from-source,True,tecelra_disclosures.csv statement (type assigned by keyword),
Tecelra,tecelra,Adaptimmune,,shipment-pause-or-restriction,True,Later approval letter 2026-06-17 (supplement); no withdrawal or label restriction found,,,TCR-T,US,,False,False,,FDA product page,,,verified-from-source,False,product_cohort.csv (F020),
Tregzi,tregzi,Orca Biosystems,,none-found,False,No sponsor event found 2026-07-01 to 2026-09-05,,,allogeneic cell,US,,False,False,,Orca Bio is privately held; no SEC filings; observation window about two months.,,2026-09-05,not-found,False,agent events_by_product.csv,
Tudriqev,tudriqev,Replimune,,none-found,False,No sponsor event found 2026-08-06 to 2026-09-05,,,oncolytic virus,US,,False,False,,"EDGAR full-text search, Replimune 8-K 2025-07 onward for 'workforce' with 'reduction' (0 hits); observation window under one month.",https://efts.sec.gov/LATEST/search-index?q=%22workforce%22%20%22reduction%22&dateRange=custom&startdt=2025-07-01&forms=8-K,2026-09-05,not-found,False,agent events_by_product.csv,
Vyjuvek,vyjuvek,Krystal Biotech,,none-found,False,"No sponsor acquisition, divestiture, withdrawal, pause or restructuring found 2023-05-19 to 2026-09-05",,,other,worldwide,,False,False,,"EDGAR full-text search, Krystal 8-K/10-Q/10-K 2023-2026 for 'VYJUVEK' with 'restructuring' (10 hits, all regulatory-risk boilerplate on reading the FY2025 10-K)",https://www.sec.gov/Archives/edgar/data/1711279/000171127926000016/krys-20251231.htm,2026-09-05,not-found,False,agent events_by_product.csv,Topical HSV-1 vector.
Vyjuvek,vyjuvek,Krystal Biotech,,shipment-pause-or-restriction,True,Later approval letters 2023-08-07 and 2025-09-12 (supplements); no label restriction or withdrawal found,,,HSV topical,US,,False,False,,FDA product page,,,verified-from-source,False,product_cohort.csv (F020),
Waskyra,waskyra,Fondazione Telethon,,none-found,False,No sponsor event found 2025-12-09 to 2026-09-05,,,lentiviral ex vivo,worldwide,,False,False,,Fondazione Telethon is a non-profit with no SEC filings; EMA page shows Waskyra authorised 2026-01-09; no withdrawal or transfer found.,,2026-09-05,not-found,False,agent events_by_product.csv,
Yescarta,yescarta,Kite Pharma,2017-08-28,acquisition,False,Gilead acquires Kite Pharma,Gilead Sciences,11900,autologous CAR-T,worldwide,-1.7,False,False,"Gilead Sciences, Inc. (Nasdaq: GILD) and Kite Pharma, Inc. (Nasdaq: KITE) announced today that the companies have entered into a definitive agreement pursuant to which Gilead will acquire Kite for $180.00 per share in cash. The transaction, which values Kite at approximately $11.9 billion",Kite Pharma 8-K Ex-99.1 joint press release (2017-08-28),https://www.sec.gov/Archives/edgar/data/1510580/000119312517269386/d441582dex991.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Closed 2017-10-03 (Kite 8-K https://www.sec.gov/Archives/edgar/data/1510580/000119312517302298/d458818d8k.htm), 15 days before Yescarta's FDA approval (2017-10-18); included because it fixed the sponsor at launch."
Yescarta,yescarta,Kite / Gilead,2024-04-18,shipment-pause-or-restriction,False,FDA requires class-wide boxed warning for T-cell malignancies (BCMA- and CD19-directed autologous CAR-T),FDA,,autologous CAR-T,US,78.0,True,False,"In November 2023, the Food and Drug Administration (FDA) posted a safety communication to provide information about reports of T cell malignancies including chimeric antigen receptor CAR-positive lymphoma in patients who received treatment with BCMA- or CD19-directed autologous CAR T cell immunotherapies. ... FDA concluded that changes to the boxed warning are warranted","FDA CBER safety communication, 'FDA Requires Boxed Warning for T cell Malignancies Following Treatment with BCMA-Directed or CD19-Directed Autologous CAR T cell Immunotherapies' (2024-04-18)",https://www.fda.gov/vaccines-blood-biologics/safety-availability-biologics/fda-requires-boxed-warning-t-cell-malignancies-following-treatment-bcma-directed-or-cd19-directed,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Class label change, not a sponsor decision; products listed on the FDA page: Abecma, Breyanzi, Carvykti, Kymriah, Tecartus, Yescarta. Label restriction only; no supply pause. Safety communication first posted November 2023; letters to sponsors January 2024."
Zalmoxis,zalmoxis,MolMed,2019-10-09,discontinuation-or-withdrawal,True,EU conditional marketing authorisation for Zalmoxis withdrawn at MolMed's request,European Commission,,other,EU,37.7,True,False,"On 9 October 2019, the European Commission withdrew the marketing authorisation for Zalmoxis (nalotimagene carmaleucel) in the European Union (EU). The withdrawal was at the request of the marketing authorisation holder, MolMed S.p.A, which notified the European Commission of its decision to permanently discontinue the marketing of the product for commercial reasons.","EMA EPAR page, Zalmoxis, 'Withdrawn' status and overview",https://www.ema.europa.eu/en/medicines/human/EPAR/zalmoxis,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Manufacturing model: allogeneic gene-modified T cells (HSV-TK). Conditional authorisation from 2016-08-18, renewed yearly; withdrawal followed the failed TK008 confirmatory trial. MolMed press release not retrieved (company later acquired by AGC, 2020)."
Zalmoxis,zalmoxis,MolMed,2019-10-09,discontinuation-or-withdrawal,True,EU marketing authorisation withdrawn or expired,,,gene-modified T cells,EU,37.7,True,False,,EMA EPAR page,https://www.ema.europa.eu/en/medicines/human/EPAR/zalmoxis,,verified-from-source,True,product_cohort.csv (F020),
Zevaskyn,zevaskyn,Abeona,2026-03-17,shipment-pause-or-restriction,True,Planned annual manufacturing facility shutdown pauses Zevaskyn treatments between December 2025 and late January 2026,,,other,US,10.6,True,False,mandatory annual manufacturing facility shutdown ... resuming manufacturing in late January 2026,"Abeona 8-K Ex-99.1, FY2025 results and corporate updates (2026-03-17); Abeona 8-K Ex-99.1 business update (2026-03-09)",https://www.sec.gov/Archives/edgar/data/318306/000149315226010408/ex99-1.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Planned maintenance shutdown, not a commercial pause or retreat; logged for completeness. 2026-03-09 release: 'Since resuming manufacturing in late January 2026, multiple biopsies have been collected, a patient has completed treatment with ZEVASKYN' (https://www.sec.gov/Archives/edgar/data/318306/000149315226009299/ex99-1.htm). Manufacturing model: autologous gene-modified keratinocyte sheets."
Zolgensma,zolgensma,AveXis,2018-04-09,acquisition,False,Novartis acquires AveXis for USD 8.7bn,Novartis,8700,AAV systemic,worldwide,-13.5,False,False,"Novartis to acquire AveXis for $218 per share in cash ... AveXis' lead product candidate, AVXS-101, expected to enhance Novartis's position as a gene therapy and neuroscience leader ... Transaction expected to be completed in mid-2018",AveXis 8-K Ex-99.1 (2018-04-09); Novartis media release 2018-04-09,https://www.sec.gov/Archives/edgar/data/1652923/000095015718000409/ex99-1.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Predates first approval (2019-05-24) by 13 months; included because it fixed the sponsor at launch. Completion 8-K dated 2018-05-15 https://www.sec.gov/Archives/edgar/data/1652923/000095015718000538/form8-k.htm. Novartis release: https://www.novartis.com/news/media-releases/novartis-enters-agreement-acquire-avexis-inc-usd-87-bn-transform-care-sma-and-expand-position-gene-therapy-and-neuroscience-leader
Zolgensma,zolgensma,,2018,acquisition,False,Novartis acquires AveXis,,,AAV systemic,,-10.7,False,False,,,,,seeded-from-memory,False,investment_events.csv seed,
Zolgensma,zolgensma,Novartis Gene Therapies,2021-03-24,restructuring,True,"Novartis closes Longmont, Colorado gene therapy manufacturing plant (c.400 jobs) after overestimating capacity need",,,AAV systemic,US,22.0,True,False,(trade press paraphrase) Novartis ... said it decided its other sister plants can produce it ... after over anticipating the amount of capacity needed to produce gene therapies,"Fierce Pharma, 'Novartis is shutting down Colorado plant, laying off 400 employees after overestimating gene therapy demand'; Longmont Leader, 'Novartis to close Longmont plant by July, laying off 400 workers'",https://www.fiercepharma.com/manufacturing/after-overestimating-demand-novartis-shutting-down-colorado-plant,2026-09-05,provisional-from-snippet,False,agent events_by_product.csv,"Fierce, Longmont Leader, BioSpace and Pharma Manufacturing pages all returned HTTP 403 or empty bodies; date (announcement 2021-03-24, closure by 2021-07-09) and headcount taken from search snippets. No Novartis primary release located; Novartis 20-F filings for 2021-2023 contain no 'Longmont' text (EDGAR full-text search). Site bought from AstraZeneca in 2019 for c. USD 30m."
Zynteglo,zynteglo,,2021,restructuring,True,bluebird bio spins off 2seventy bio,,,lentiviral ex vivo; CAR-T,,25.1,True,False,,,,,seeded-from-memory,False,investment_events.csv seed,
Zynteglo,zynteglo,bluebird bio,2021-08-09,restructuring,True,bluebird bio winds down European operations after failing to agree Zynteglo pricing (Germany) and refocuses on the US,,,lentiviral ex vivo,EU,26.4,True,False,"bluebird plans an orderly wind down of its operations in Europe and to explore how to give patients in Europe access to its gene therapies, including potentially out-licensing the ex-U.S. rights to its three lead products to a company with European experience and capabilities. 'bluebird's decision to focus on the U.S. market is driven by the challenges of achieving appropriate value recognition and market access for ZYNTEGLO in Europe ... European payers have not yet evolved their approach to gene therapy in a way that can recognize the innovation'","bluebird bio 8-K Ex-99.1, Q2 2021 results and operational update (2021-08-09)",https://www.sec.gov/Archives/edgar/data/1293971/000129397121000064/exhibit99120210809.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Zynteglo had conditional EU authorisation from 2019-05-29 and a single German launch; no ex-US out-licence was subsequently disclosed.
Zynteglo,zynteglo,bluebird bio,2022-03-24,discontinuation-or-withdrawal,True,EU marketing authorisation for Zynteglo withdrawn at bluebird's request,European Commission,,lentiviral ex vivo,EU,33.8,True,False,"On 24 March 2022, the European Commission withdrew the marketing authorisation for Zynteglo (betibeglogene autotemcel) in the European Union (EU). The withdrawal was at the request of the marketing authorisation holder, bluebird bio (Netherlands) B.V, which notified the European Commission of its decision to permanently discontinue the marketing of the product for commercial reasons.","EMA EPAR page, Zynteglo, 'Withdrawn' status and overview",https://www.ema.europa.eu/en/medicines/human/EPAR/zynteglo,2026-09-05,verified-from-source,True,agent events_by_product.csv,Conditional authorisation renewed in 2020 and 2021 before withdrawal; withdrawn five months before US approval (2022-08-17).
Zynteglo,zynteglo,bluebird bio,2022-03-24,discontinuation-or-withdrawal,True,EU marketing authorisation withdrawn or expired,,,lentiviral ex vivo,EU,33.8,True,False,,EMA EPAR page,https://www.ema.europa.eu/en/medicines/human/EPAR/zynteglo,,verified-from-source,True,product_cohort.csv (F020),
Zynteglo,zynteglo,bluebird bio,2022-04-05,restructuring,True,"bluebird bio restructuring: c.30% workforce reduction, up to USD 160m savings, cash runway into H1 2023",,160,lentiviral ex vivo,US,34.2,True,False,bluebird plans to reduce its workforce by approximately 30%. The restructuring is expected to extend the Company's cash runway into the first half of 2023.,"bluebird bio 8-K Ex-99.1, 'bluebird bio Initiates Restructuring to Reduce Operating Expenses' (2022-04-05)",https://www.sec.gov/Archives/edgar/data/1293971/000129397122000023/exhibit99120220405.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Amount is targeted two-year savings ('up to $160 million'), not a charge. 10-Q Q1 2022 carried a going-concern warning."
Zynteglo,zynteglo,bluebird bio,2024-09-24,restructuring,True,"bluebird bio restructuring: c.25% workforce reduction, 20% cash opex cut, targeting break-even H2 2025",,,lentiviral ex vivo,US,63.9,True,False,The restructuring is expected to result in a 20% reduction in cash operating expenses when fully realized in Q3 2025 ... The initiative includes a reduction in the Company's workforce of approximately 25%. The Company's cash flow break-even target assumes scaling to approximately 40 drug product deliveries per quarter,"bluebird bio 8-K Ex-99.1, 'bluebird bio Initiates Restructuring Intended to Optimize Cost Structure' (2024-09-24)",https://www.sec.gov/Archives/edgar/data/1293971/000129397124000046/exhibit99120240923.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,
Zynteglo,zynteglo,bluebird bio,2024-11-14,restructuring,True,bluebird bio cash-runway warning; going-concern doubt; lender (Hercules) engagement,Hercules Capital,,lentiviral ex vivo,US,65.6,True,False,bluebird and Hercules are engaging collaboratively as bluebird works to secure adequate cash runway to obtain additional financing and reach cash flow break-even.,"bluebird bio 8-K Ex-99.1, Q3 2024 results (2024-11-14); bluebird 10-K FY2024 ('There is substantial doubt regarding our ability to continue as a going concern')",https://www.sec.gov/Archives/edgar/data/1293971/000129397124000076/exhibit99120241114.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Cash, cash equivalents and restricted cash approximately USD 118.7m at 2024-09-30. Going-concern language recurs in 10-Q/10-K filings from 2022 onward (10-K FY2024: https://www.sec.gov/Archives/edgar/data/1293971/000129397125000009/blue-20241231.htm)."
Zynteglo,zynteglo,bluebird bio,2025-02-21,acquisition,False,bluebird bio agrees to be acquired by Carlyle and SK Capital (USD 3.00/share cash plus USD 6.84 CVR),Carlyle / SK Capital Partners,,lentiviral ex vivo,worldwide,68.8,True,False,"bluebird stockholders to receive $3.00 per share in cash and a contingent value right of $6.84 per share in cash payable upon achievement of a net sales milestone, contingent upon offer conditions ... bluebird's Board of Directors determined this transaction is in the best interest of stockholders following a comprehensive review of strategic alternatives","bluebird bio 8-K Ex-99.1, 'bluebird bio Announces Definitive Agreement to be Acquired by Carlyle and SK Capital' (2025-02-21)",https://www.sec.gov/Archives/edgar/data/1293971/000119312525031354/d885218dex991.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,"Amended 2025-05-14 to let holders elect USD 5.00/share with no CVR (https://www.sec.gov/Archives/edgar/data/1293971/000119312525119447/d943903dex991.htm). Closed 2025-06-02: 'With the closing of the transaction, bluebird's common stock has ceased trading and will no longer be publicly listed' (https://www.sec.gov/Archives/edgar/data/1293971/000119312525132850/d39702dex991.htm). Headline equity value not stated in the release read; amount left blank."
Zynteglo,zynteglo,bluebird bio,2025-06-12,going-private-or-delisting,True,bluebird bio files Form 15-12G terminating SEC registration after take-private,,,lentiviral ex vivo,US,72.5,True,False,(Form 15-12G certification and notice of termination of registration under Section 12(g); Rule 12g-4(a)(1)),bluebird bio Form 15-12G (2025-06-12),https://www.sec.gov/Archives/edgar/data/1293971/000119312525139516/d13380d1512g.htm,2026-09-05,verified-from-source,True,agent events_by_product.csv,Public reporting of revenue and patient starts ended with the 10-Q for Q1 2025 (filed 2025-05-14).
Zynteglo,zynteglo,,2025,acquisition,False,bluebird bio acquired by Carlyle and SK Capital,,,lentiviral ex vivo,,73.1,True,False,,,,,seeded-from-memory,False,investment_events.csv seed,
